Name,Category,Data Collection step,Id
rt news,right-center,control,UCpwvZwUam-URkxB7g4USKpg
wall street journal,right-center,control,UCK7tptUDHh-RYDsdxO1-5QQ
forbes,right-center,control,UCmh7afBz-uWwOSSNTqUBAhg
the quint,right-center,control,UCSaf-7p3J_N-02p7jHzm5tA
russia insider,right-center,control,UCAvBcst08Tfo4VNtIaRPTNw
daily telegraph,right-center,control,UCPgLNge0xqQHWM5B5EFH9Cg
ntd.tv (new tang dynasty),right-center,control,UC8Ioh4atNDO5a0Vy2qFmauQ
learn liberty,right-center,control,UCFJNcE0iHj7P6dhp5iCZRLg
new york post,right-center,control,UCrvhNP_lWuPIP6QZzJmM-bw
itv news,right-center,control,UCFQgi22Ht00CpaOQLtvZx2A
gulf news,right-center,control,UCXTuTQZarVcFR_fgQXvsLpw
fox news,right,control,UCXIJgqnII2ZOINSWNOGFThA
next news network,right,control,UCLoNQH9RCndfUGOb2f7E1Ew
pj media,right,control,UCWq53_f3zgMcWuE-XFKSpyQ
trt world,right,control,UC7fWeaHhqgM4Ry-RMpM2YYw
national rifle association (nra),right,control,UCZr49eSL2aHQ_41476IrkbA
project veritas,right,control,UCL9PlYkRD3Q-RZca6CCnPKw
american enterprise institute,right,control,UCt8lRYpzb-sSrKFb4DT2ECw
one america news network,right,control,UCNbIDJNNgaRrXOD7VllIMRQ
ron paul liberty report,right,control,UCkJ1N-7g9Q6n7KnriGit-Ig
daily mail,right,control,UCw3fku0sH3qA3c3pZeJwdAw
judicial watch,right,control,UCGDaOZg2INC0Qg2Z203F1dA
